Address,Message_0,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9
/tag1,3.9200000762939453,2.819999933242798,0.0,3.1500000953674316,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9200000762939453,2.799999952316284,0.0,3.130000114440918,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9200000762939453,2.819999933242798,0.0,3.1500000953674316,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9600000381469727,2.950000047683716,0.0,3.1500000953674316,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9600000381469727,2.950000047683716,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9600000381469727,2.950000047683716,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.880000114440918,2.930000066757202,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.880000114440918,2.930000066757202,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.880000114440918,2.930000066757202,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9800000190734863,2.9800000190734863,0.0,3.0999999046325684,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9800000190734863,2.9800000190734863,0.0,3.0999999046325684,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.950000047683716,3.009999990463257,0.0,3.0999999046325684,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,3.009999990463257,0.0,3.0999999046325684,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,3.009999990463257,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,3.009999990463257,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,3.009999990463257,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,3.009999990463257,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,3.009999990463257,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,3.0,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.019999980926514,3.0,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,3.0,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.019999980926514,3.009999990463257,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.0,3.009999990463257,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.0,2.990000009536743,0.0,3.0899999141693115,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.990000009536743,3.0,0.0,3.0899999141693115,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.990000009536743,3.0,0.0,3.0999999046325684,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.990000009536743,3.0,0.0,3.0999999046325684,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,3.0299999713897705,0.0,3.0899999141693115,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,3.0299999713897705,0.0,3.0899999141693115,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.069999933242798,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,3.0299999713897705,0.0,3.0899999141693115,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.9700000286102295,2.990000009536743,0.0,3.069999933242798,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.0,2.9700000286102295,0.0,3.069999933242798,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.0,2.990000009536743,0.0,3.069999933242798,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.010000228881836,2.9700000286102295,0.0,3.069999933242798,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.010000228881836,2.880000114440918,0.0,3.0299999713897705,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.0,2.9700000286102295,0.0,3.069999933242798,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,2.819999933242798,0.0,3.009999990463257,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,2.819999933242798,0.0,3.0299999713897705,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.010000228881836,2.880000114440918,0.0,3.0299999713897705,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.039999961853027,2.6700000762939453,0.0,2.990000009536743,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.940000057220459,2.819999933242798,0.0,3.009999990463257,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.039999961853027,2.6700000762939453,0.0,2.990000009536743,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.039999961853027,2.6700000762939453,0.0,2.990000009536743,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.010000228881836,2.2799999713897705,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,4.010000228881836,2.2799999713897705,0.0,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.819999933242798,2.1500000953674316,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.819999933242798,2.1500000953674316,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.8499999046325684,2.1500000953674316,0.0,3.140000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.8499999046325684,2.5899999141693115,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.8499999046325684,2.5899999141693115,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.859999895095825,3.0299999713897705,0.0,3.1700000762939453,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.859999895095825,3.0299999713897705,0.0,3.1700000762939453,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.8299999237060547,2.75,0.0,3.0799999237060547,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.8299999237060547,2.75,0.0,3.1700000762939453,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.8299999237060547,2.75,0.0,3.0799999237060547,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.75,2.759999990463257,0.0,3.059999942779541,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.75,2.759999990463257,0.0,3.059999942779541,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.75,2.759999990463257,0.0,3.059999942779541,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.680000066757202,2.9200000762939453,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5799999237060547,2.9200000762939453,0.0,3.119999885559082,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5799999237060547,2.2899999618530273,0.0,3.2100000381469727,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5799999237060547,2.2899999618530273,0.0,3.2100000381469727,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5,2.2899999618530273,0.0,3.2100000381469727,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5,2.440000057220459,0.0,3.890000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5,2.440000057220459,0.0,3.890000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5,2.440000057220459,0.0,3.890000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.5,2.440000057220459,0.0,3.890000104904175,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.380000114440918,2.3499999046325684,0.0,3.9700000286102295,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.380000114440918,2.3499999046325684,0.0,3.9700000286102295,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.309999942779541,2.559999942779541,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.380000114440918,2.3499999046325684,0.0,3.9700000286102295,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.309999942779541,2.559999942779541,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.309999942779541,2.559999942779541,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.2200000286102295,2.5799999237060547,0.0,3.559999942779541,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.2200000286102295,2.5799999237060547,0.0,3.559999942779541,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.130000114440918,2.5799999237060547,0.0,3.559999942779541,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.130000114440918,2.7300000190734863,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.0799999237060547,2.6600000858306885,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.0799999237060547,2.6600000858306885,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.0,2.7100000381469727,0.0,3.990000009536743,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.0,2.7100000381469727,0.0,3.990000009536743,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,3.0,2.7100000381469727,0.0,3.990000009536743,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.890000104904175,2.7799999713897705,0.0,4.090000152587891,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.890000104904175,2.7799999713897705,0.0,4.090000152587891,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.759999990463257,3.049999952316284,0.0,4.150000095367432,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.759999990463257,3.049999952316284,0.0,4.150000095367432,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.6700000762939453,3.0799999237060547,0.0,4.340000152587891,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.6700000762939453,3.049999952316284,0.0,4.150000095367432,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.6700000762939453,3.0799999237060547,0.0,4.340000152587891,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.549999952316284,3.180000066757202,0.0,4.440000057220459,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.549999952316284,3.180000066757202,0.0,4.440000057220459,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.549999952316284,3.180000066757202,0.0,4.340000152587891,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.4700000286102295,3.2699999809265137,0.0,4.440000057220459,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.4100000858306885,3.299999952316284,0.0,4.429999828338623,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.4700000286102295,3.2699999809265137,0.0,4.829999923706055,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.4100000858306885,3.299999952316284,0.0,4.429999828338623,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.25,3.4600000381469727,0.0,4.710000038146973,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.25,3.4600000381469727,0.0,4.710000038146973,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.130000114440918,3.4600000381469727,0.0,4.710000038146973,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.130000114440918,3.5399999618530273,0.0,4.71999979019165,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.130000114440918,3.5399999618530273,0.0,4.71999979019165,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.009999990463257,3.5,0.0,4.769999980926514,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.0399999618530273,3.4600000381469727,0.0,4.769999980926514,0.0,0.0,0.0,0.0,0.0,0.0
/tag1,2.0399999618530273,3.4600000381469727,0.0,4.769999980926514,0.0,0.0,0.0,0.0,0.0,0.0
